时间戳[G]	当前价[0]	成交总额[2]	成交总量[1]	原始成交总量[v]	持仓量[3]	昨结算[4]	成交笔数[5]	开盘价[8]	最高价[9]	最低价[a]	今结算[b]	前收盘[c]	证券状态[h]	市盈率2[7]	多档委买价[d]	多档委买量[e]	多档委卖价[f]	多档委卖量[g]
2019-12-2411:07:45	16.37	327846934.80	200739	0	13	0.00	14235	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	32,389,459,790,963	16.370000,16.380000,16.390000,16.400000,16.410000	41,1957,495,3060,3382
2019-12-2411:07:42	16.37	327698313.60	200648	0	13	0.00	14226	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.340000,16.330000,16.320000,16.310000	10,32,389,459,790	16.370000,16.380000,16.390000,16.400000,16.410000	105,1959,495,3057,3382
2019-12-2411:07:39	16.37	327690147.60	200643	0	13	0.00	14225	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.340000,16.330000,16.320000,16.310000	10,32,389,459,790	16.370000,16.380000,16.390000,16.400000,16.410000	110,1959,493,3057,3382
2019-12-2411:07:36	16.36	327639518.40	200612	0	13	0.00	14223	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.340000,16.330000,16.320000,16.310000	31,32,365,459,790	16.370000,16.380000,16.390000,16.400000,16.410000	85,1949,493,3051,3382
2019-12-2411:07:33	16.37	327637885.20	200611	0	13	0.00	14222	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	365,459,790,963,292	16.370000,16.380000,16.390000,16.400000,16.410000	85,1949,493,3051,3382
2019-12-2411:07:30	16.37	327637885.20	200611	0	13	0.00	14222	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	393,459,790,963,292	16.370000,16.380000,16.390000,16.400000,16.410000	80,1939,500,3051,3382
2019-12-2411:07:27	16.37	327623186.40	200602	0	13	0.00	14219	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	385,459,790,963,292	16.370000,16.380000,16.390000,16.400000,16.410000	58,1937,500,3061,3382
2019-12-2411:07:24	16.37	327582356.40	200577	0	13	0.00	14209	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	8,375,469,790,743	16.370000,16.380000,16.390000,16.400000,16.410000	67,1937,500,3061,3382
2019-12-2411:07:21	16.37	327582356.40	200577	0	13	0.00	14209	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	3,364,469,790,733	16.370000,16.380000,16.390000,16.400000,16.410000	43,1877,500,3053,3388
2019-12-2411:07:18	16.37	327579090.00	200575	0	13	0.00	14208	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	357,469,790,723,292	16.370000,16.380000,16.390000,16.400000,16.410000	45,1877,500,3053,3388
2019-12-2411:07:15	16.34	327443534.40	200492	0	13	0.00	14202	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	63,367,469,790,723	16.370000,16.380000,16.390000,16.400000,16.410000	11,1877,490,3053,3418
2019-12-2411:07:12	16.34	327125060.40	200297	0	13	0.00	14200	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	367,469,790,723,292	16.340000,16.370000,16.380000,16.390000,16.400000	195,11,1908,490,3045
2019-12-2411:07:09	16.37	327095662.80	200279	0	13	0.00	14193	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	12,328,469,787,723	16.370000,16.380000,16.390000,16.400000,16.410000	11,1908,474,3045,3418
2019-12-2411:07:06	16.37	327072428.54	200266	0	13	0.00	14189	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	12,316,469,787,723	16.370000,16.380000,16.390000,16.400000,16.410000	24,1908,474,3045,3418
2019-12-2411:07:03	16.37	327072428.54	200266	0	13	0.00	14189	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	12,316,469,787,723	16.370000,16.380000,16.390000,16.400000,16.410000	22,1908,474,3045,3418
2019-12-2411:07:00	16.37	327031598.79	200241	0	13	0.00	14181	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.330000,16.320000,16.310000	4,4,260,469,787	16.370000,16.380000,16.390000,16.400000,16.410000	6,1908,474,3045,3418
2019-12-2411:06:57	16.37	327031598.79	200241	0	13	0.00	14181	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.330000,16.320000,16.310000,16.300000	4,260,469,787,723	16.370000,16.380000,16.390000,16.400000,16.410000	6,1908,474,3045,3418
2019-12-2411:06:54	16.36	326982603.09	200211	0	13	0.00	14177	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	248,469,787,723,292	16.370000,16.380000,16.390000,16.400000,16.410000	36,1908,474,3045,3418
2019-12-2411:06:51	16.37	326915642.30	200170	0	13	0.00	14176	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	31,469,787,723,292	16.370000,16.380000,16.390000,16.400000,16.410000	16,1908,474,3045,3418
2019-12-2411:06:48	16.33	326882978.50	200150	0	13	0.00	14172	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.330000,16.320000,16.310000,16.300000	5,29,469,787,723	16.370000,16.380000,16.390000,16.400000,16.410000	30,1908,474,3045,3418
2019-12-2411:06:45	16.33	326722925.88	200052	0	13	0.00	14164	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	116,469,787,723,292	16.380000,16.390000,16.400000,16.410000,16.420000	1908,424,3045,3418,1008
2019-12-2411:06:42	16.36	326484480.14	199906	0	13	0.00	14153	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.330000,16.320000,16.310000,16.300000	77,186,469,787,723	16.380000,16.390000,16.400000,16.410000,16.420000	1956,424,3045,3418,1008
2019-12-2411:06:39	16.37	326446916.77	199883	0	13	0.00	14150	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	166,469,787,723,292	16.370000,16.380000,16.390000,16.400000,16.410000	293,1956,424,3045,3418
2019-12-2411:06:36	16.37	326442017.20	199880	0	13	0.00	14148	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	158,469,787,723,292	16.370000,16.380000,16.390000,16.400000,16.410000	296,1956,424,3045,3418
2019-12-2411:06:33	16.34	325612356.68	199372	0	13	0.00	14141	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	157,469,787,723,292	16.340000,16.370000,16.380000,16.390000,16.400000	400,8,1998,424,3045
2019-12-2411:06:30	16.37	323663612.40	198180	0	13	0.00	14104	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	6,805,291,157,469	16.370000,16.380000,16.390000,16.400000,16.410000	93,1998,424,3045,3428
2019-12-2411:06:27	16.35	323660346.04	198178	0	13	0.00	14103	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	797,291,127,469,787	16.370000,16.380000,16.390000,16.400000,16.410000	95,2028,424,3045,3428
2019-12-2411:06:24	16.37	323653813.32	198174	0	13	0.00	14102	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	801,291,127,469,787	16.370000,16.380000,16.390000,16.400000,16.410000	95,2028,424,3042,3418
2019-12-2411:06:21	16.35	323645647.42	198169	0	13	0.00	14101	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	801,291,127,469,787	16.380000,16.390000,16.400000,16.410000,16.420000	1998,390,3042,3418,1008
2019-12-2411:06:18	16.38	323635848.34	198163	0	13	0.00	14097	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	1,803,291,127,469	16.380000,16.390000,16.400000,16.410000,16.420000	1998,390,3040,3428,1008
2019-12-2411:06:15	16.37	323521525.74	198093	0	13	0.00	14092	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	1,803,291,127,469	16.370000,16.380000,16.390000,16.400000,16.410000	62,2006,365,3040,3428
2019-12-2411:06:12	16.37	323508460.30	198085	0	13	0.00	14090	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	804,291,127,469,787	16.370000,16.380000,16.390000,16.400000,16.410000	69,2006,365,3040,3428
2019-12-2411:06:09	16.36	323490495.32	198074	0	13	0.00	14086	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	804,291,127,469,787	16.360000,16.370000,16.380000,16.390000,16.400000	7,73,1996,365,3037
2019-12-2411:06:06	16.37	323421901.76	198032	0	13	0.00	14077	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	28,804,291,127,469	16.370000,16.380000,16.390000,16.400000,16.410000	84,1996,365,3037,3418
2019-12-2411:06:03	16.38	323351675.02	197989	0	13	0.00	14069	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	10,27,804,291,127	16.380000,16.390000,16.400000,16.410000,16.420000	2029,355,3032,3418,1008
2019-12-2411:06:00	16.38	323351675.02	197989	0	13	0.00	14069	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	7,7,804,291,127	16.380000,16.390000,16.400000,16.410000,16.420000	2029,344,2987,3418,1003
2019-12-2411:05:57	16.38	323343509.12	197984	0	13	0.00	14068	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	7,4,807,291,127	16.380000,16.390000,16.400000,16.410000,16.420000	2034,244,2970,3418,1003
2019-12-2411:05:54	16.36	323328463.92	197976	0	13	0.00	14065	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	814,291,127,469,787	16.360000,16.380000,16.390000,16.400000,16.410000	5,2055,194,2970,3418
2019-12-2411:05:51	16.38	322028121.96	197181	0	13	0.00	14039	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	426,334,814,291,127	16.380000,16.390000,16.400000,16.410000,16.420000	2055,194,2970,3443,1003
2019-12-2411:05:48	16.37	322006890.88	197168	0	13	0.00	14036	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	126,334,814,291,127	16.380000,16.390000,16.400000,16.410000,16.420000	1974,189,2970,3443,1003
2019-12-2411:05:45	16.38	322005257.72	197167	0	13	0.00	14035	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	125,341,814,291,127	16.380000,16.390000,16.400000,16.410000,16.420000	1974,189,2975,3443,1003
2019-12-2411:05:42	16.38	322005257.72	197167	0	13	0.00	14035	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	125,341,814,291,127	16.380000,16.390000,16.400000,16.410000,16.420000	1974,106,2995,3443,1003
2019-12-2411:05:39	16.38	321895836.00	197100	0	13	0.00	14028	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	169,341,814,291,127	16.380000,16.390000,16.400000,16.410000,16.420000	1994,96,2995,3443,1003
2019-12-2411:05:36	16.37	321872971.76	197086	0	13	0.00	14026	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	157,341,814,291,127	16.380000,16.390000,16.400000,16.410000,16.420000	2008,46,2990,3443,1003
2019-12-2411:05:33	16.38	321869705.44	197084	0	13	0.00	14024	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	159,341,814,291,127	16.380000,16.390000,16.400000,16.410000,16.420000	1725,30,3086,3443,1003
2019-12-2411:05:30	16.38	321869705.44	197084	0	13	0.00	14024	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	159,341,814,251,127	16.380000,16.390000,16.400000,16.410000,16.420000	1725,30,3086,3443,1003
2019-12-2411:05:27	16.38	321364724.40	196776	0	13	0.00	14020	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	169,341,814,251,127	16.380000,16.390000,16.400000,16.410000,16.420000	2033,29,3090,3435,1003
2019-12-2411:05:24	16.38	321279800.60	196724	0	13	0.00	14015	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	37,169,341,814,251	16.390000,16.400000,16.410000,16.420000,16.430000	19,3090,3435,1003,1367
2019-12-2411:05:21	16.38	321271634.85	196719	0	13	0.00	14014	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	40,169,341,814,251	16.390000,16.400000,16.410000,16.420000,16.430000	19,3067,3335,1003,1367
2019-12-2411:05:18	16.38	321093621.50	196610	0	13	0.00	13986	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	66,169,341,814,251	16.390000,16.400000,16.410000,16.420000,16.430000	21,3067,3335,1003,1367
2019-12-2411:05:15	16.39	320912341.85	196499	0	13	0.00	13973	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	70,169,341,814,251	16.390000,16.400000,16.410000,16.420000,16.430000	127,3067,3338,1003,1367
2019-12-2411:05:12	16.38	320908743.72	196498	0	13	0.00	13972	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	70,169,341,814,251	16.390000,16.400000,16.410000,16.420000,16.430000	128,3048,3338,1003,1367
2019-12-2411:05:09	16.39	320907110.58	196497	0	13	0.00	13971	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	71,169,341,814,251	16.390000,16.400000,16.410000,16.420000,16.430000	128,3048,3338,997,1369
2019-12-2411:05:06	16.39	320872814.64	196476	0	13	0.00	13965	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	76,169,341,814,251	16.390000,16.400000,16.410000,16.420000,16.430000	149,3068,3338,997,1369
2019-12-2411:05:03	16.39	320743796.58	196397	0	13	0.00	13955	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	105,159,354,814,251	16.390000,16.400000,16.410000,16.420000,16.430000	180,3075,3373,1022,1369
2019-12-2411:05:00	16.39	320743796.58	196397	0	13	0.00	13955	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	105,159,354,814,251	16.390000,16.400000,16.410000,16.420000,16.430000	180,3075,3373,1022,1364
2019-12-2411:04:57	16.39	320743796.58	196397	0	13	0.00	13955	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	102,159,354,814,229	16.390000,16.400000,16.410000,16.420000,16.430000	170,3075,3370,1022,1364
2019-12-2411:04:54	16.38	320693169.24	196366	0	13	0.00	13952	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	92,159,354,814,229	16.390000,16.400000,16.410000,16.420000,16.430000	201,2985,3367,1022,1364
2019-12-2411:04:51	16.39	320686636.68	196362	0	13	0.00	13951	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	96,122,354,814,229	16.390000,16.400000,16.410000,16.420000,16.430000	193,2975,3367,1022,1364
2019-12-2411:04:48	16.39	320644175.04	196336	0	13	0.00	13945	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	93,111,354,814,229	16.390000,16.400000,16.410000,16.420000,16.430000	202,2968,3367,1022,1364
2019-12-2411:04:45	16.39	320596813.98	196307	0	13	0.00	13939	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	98,111,354,814,229	16.390000,16.400000,16.410000,16.420000,16.430000	225,2953,3387,1028,1364
2019-12-2411:04:42	16.39	320590281.42	196303	0	13	0.00	13938	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	93,111,354,809,229	16.390000,16.400000,16.410000,16.420000,16.430000	184,2953,3387,1028,1364
2019-12-2411:04:39	16.39	320469429.06	196229	0	13	0.00	13933	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	81,111,354,809,229	16.390000,16.400000,16.410000,16.420000,16.430000	257,2943,3387,1039,1364
2019-12-2411:04:36	16.38	320273124.30	196110	0	13	0.00	13925	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	73,111,354,809,229	16.390000,16.400000,16.410000,16.420000,16.430000	376,2938,3387,1039,1364
2019-12-2411:04:33	16.39	320260059.26	196102	0	13	0.00	13924	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	81,111,354,809,229	16.390000,16.400000,16.410000,16.420000,16.430000	338,2938,3387,1039,1364
2019-12-2411:04:30	16.39	320251893.61	196097	0	13	0.00	13923	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	79,111,354,809,229	16.390000,16.400000,16.410000,16.420000,16.430000	333,2918,3387,1039,1364
2019-12-2411:04:27	16.39	320251893.61	196097	0	13	0.00	13923	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	76,81,354,809,233	16.390000,16.400000,16.410000,16.420000,16.430000	329,2918,3387,1039,1364
2019-12-2411:04:24	16.38	320178402.76	196052	0	13	0.00	13921	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	57,71,354,809,233	16.390000,16.400000,16.410000,16.420000,16.430000	304,2858,3387,1039,1364
2019-12-2411:04:21	16.38	320165337.72	196044	0	13	0.00	13919	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	59,71,354,814,233	16.390000,16.400000,16.410000,16.420000,16.430000	310,2879,3387,1039,1361
2019-12-2411:04:18	16.39	320155538.94	196038	0	13	0.00	13917	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	76,71,354,814,233	16.390000,16.400000,16.410000,16.420000,16.430000	297,2879,3387,1041,1361
2019-12-2411:04:15	16.39	320149006.42	196034	0	13	0.00	13914	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	76,71,354,804,229	16.390000,16.400000,16.410000,16.420000,16.430000	291,2869,3387,1041,1361
2019-12-2411:04:12	16.39	319935066.39	195903	0	13	0.00	13910	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	76,71,354,804,229	16.390000,16.400000,16.410000,16.420000,16.430000	421,2863,3387,1036,1361
2019-12-2411:04:09	16.39	319815847.90	195830	0	13	0.00	13903	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	94,71,354,804,229	16.390000,16.400000,16.410000,16.420000,16.430000	476,2863,3387,1036,1361
2019-12-2411:04:06	16.39	319806049.12	195824	0	13	0.00	13901	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	98,66,354,804,229	16.390000,16.400000,16.410000,16.420000,16.430000	472,2823,3387,1036,1361
2019-12-2411:04:03	16.39	319230544.14	195474	0	13	0.00	13880	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	86,26,354,804,229	16.390000,16.400000,16.410000,16.420000,16.430000	821,2821,3387,1036,1361
2019-12-2411:04:00	16.39	319228911.03	195473	0	13	0.00	13878	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	86,26,354,804,229	16.390000,16.400000,16.410000,16.420000,16.430000	802,2821,3387,1056,1361
2019-12-2411:03:57	16.39	319155421.08	195428	0	13	0.00	13870	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	82,6,354,799,229	16.390000,16.400000,16.410000,16.420000,16.430000	847,2831,3387,1056,1361
2019-12-2411:03:54	16.39	319155421.08	195428	0	13	0.00	13870	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	75,6,354,799,229	16.390000,16.400000,16.410000,16.420000,16.430000	847,2831,3387,1050,1161
2019-12-2411:03:51	16.38	318983944.53	195323	0	13	0.00	13865	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	73,1,355,799,229	16.390000,16.400000,16.410000,16.420000,16.430000	947,2831,3387,1050,1161
2019-12-2411:03:48	16.38	318959447.88	195308	0	13	0.00	13863	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	355,799,229,129,459	16.380000,16.390000,16.400000,16.410000,16.420000	12,947,2831,3387,1050
2019-12-2411:03:45	16.39	318609644.50	195095	0	13	0.00	13858	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	543,799,229,129,459	16.390000,16.400000,16.410000,16.420000,16.430000	947,2838,3387,1050,1161
2019-12-2411:03:42	16.37	318490428.20	195022	0	13	0.00	13851	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	545,799,229,129,459	16.380000,16.390000,16.400000,16.410000,16.420000	9,972,2838,3387,1050
2019-12-2411:03:39	16.39	318240563.90	194869	0	13	0.00	13833	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	31,61,545,799,229	16.390000,16.400000,16.410000,16.420000,16.430000	972,2838,3387,1050,1161
2019-12-2411:03:36	16.38	318232398.40	194864	0	13	0.00	13832	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	20,61,545,809,229	16.390000,16.400000,16.410000,16.420000,16.430000	977,2838,3387,1050,1161
2019-12-2411:03:33	16.38	318232398.40	194864	0	13	0.00	13832	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	7,61,545,809,229	16.390000,16.400000,16.410000,16.420000,16.430000	977,2838,3387,1050,1161
2019-12-2411:03:30	16.39	318185038.50	194835	0	13	0.00	13828	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	24,61,545,809,229	16.390000,16.400000,16.410000,16.420000,16.430000	977,2638,3387,1050,1161
2019-12-2411:03:27	16.38	318124613.80	194798	0	13	0.00	13819	16.23	16.41	16.23	0.00	16.24	0	0.00	16.380000,16.370000,16.360000,16.350000,16.340000	17,68,553,809,229	16.390000,16.400000,16.410000,16.420000,16.430000	1011,2638,3387,1050,1161
2019-12-2411:03:24	16.38	318056023.60	194756	0	13	0.00	13810	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	60,553,809,229,132	16.380000,16.390000,16.400000,16.410000,16.420000	42,1011,2638,3387,1050
2019-12-2411:03:21	16.38	317769918.38	194582	0	13	0.00	13798	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	180,553,809,229,132	16.380000,16.390000,16.400000,16.410000,16.420000	93,1011,2638,3385,1053
2019-12-2411:03:18	16.38	317737256.58	194562	0	13	0.00	13794	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	177,553,809,229,132	16.380000,16.390000,16.400000,16.410000,16.420000	110,1011,2638,3385,1050
2019-12-2411:03:15	16.38	317632738.82	194498	0	13	0.00	13784	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	177,553,809,229,120	16.380000,16.390000,16.400000,16.410000,16.420000	174,1011,2638,3385,1050
2019-12-2411:03:12	16.38	317513523.25	194425	0	13	0.00	13778	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	177,553,809,229,120	16.380000,16.390000,16.400000,16.410000,16.420000	242,1001,2638,3385,1050
2019-12-2411:03:09	16.38	317244063.40	194260	0	13	0.00	13768	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	280,553,809,229,120	16.380000,16.390000,16.400000,16.410000,16.420000	304,1001,2588,3385,1050
2019-12-2411:03:06	16.38	317160466.80	194210	0	13	0.00	13761	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	282,553,809,229,120	16.380000,16.390000,16.400000,16.410000,16.420000	354,1011,2588,3385,1050
2019-12-2411:03:03	16.38	316980828.00	194100	0	13	0.00	13752	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	281,553,817,229,120	16.380000,16.390000,16.400000,16.410000,16.420000	458,1011,2596,3385,1050
2019-12-2411:03:00	16.38	316369751.89	193727	0	13	0.00	13746	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	498,553,824,229,120	16.380000,16.390000,16.400000,16.410000,16.420000	562,996,2592,3385,1047
2019-12-2411:02:57	16.38	315833804.00	193400	0	13	0.00	13723	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	398,553,824,229,120	16.380000,16.390000,16.400000,16.410000,16.420000	752,996,2596,3385,1050
2019-12-2411:02:54	16.38	314999014.50	192890	0	13	0.00	13696	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	397,553,824,229,120	16.380000,16.390000,16.400000,16.410000,16.420000	1262,996,2596,3385,1060
2019-12-2411:02:51	16.37	314531669.20	192605	0	13	0.00	13684	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	417,553,822,229,120	16.380000,16.390000,16.400000,16.410000,16.420000	1497,996,2596,3385,1060
2019-12-2411:02:48	16.38	314463081.52	192563	0	13	0.00	13675	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	443,553,822,229,120	16.380000,16.390000,16.400000,16.410000,16.420000	1505,996,2596,3385,1060
2019-12-2411:02:45	16.37	313997665.12	192278	0	13	0.00	13664	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	391,553,822,229,119	16.380000,16.390000,16.400000,16.410000,16.420000	1790,996,2596,3385,1060
2019-12-2411:02:42	16.37	313961738.24	192256	0	13	0.00	13654	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	511,822,229,119,453	16.370000,16.380000,16.390000,16.400000,16.410000	17,1790,996,2596,3385
